Log file open, 04/03/15 20:10:29
LogInit:Display: Running engine for game: Mayhem3d
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
[2015.04.03-07.11.12:889][485]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.12:889][485]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_AssetPlatform.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Basic_Floor.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Basic_Wall.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Clay_Beveled.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Clay_New.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Clay_Old.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Cut_Stone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Hewn_Stone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ceramic_Tile_Checker.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_CobbleStone_Pebble.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_CobbleStone_Rough.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_CobbleStone_Smooth.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_ColorGrid_LowSpec.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Grime.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Panels.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Poured.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Tiles.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Glass.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ground_Grass.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ground_Gravel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ground_Moss.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Brushed_Nickel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Burnished_Steel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Chrome.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Copper.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Gold.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Rust.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Steel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Basalt.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Marble_Polished.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Sandstone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Slate.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Checker_Dot.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Hex_Tile.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Hex_Tile_Pulse.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Panel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Water_Lake.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Water_Ocean.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Water_Ocean_red.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Floor_Walnut_Polished.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Floor_Walnut_Worn.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Oak.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Pine.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Walnut.uasset"'
[2015.04.03-07.11.12:922][487]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.12:922][487]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/01_-_Default.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/02_-_Default.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/03_-_Default.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/fence_1.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/lambert1.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/path_01_obj.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/pillar_01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/platform_bottom_r.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/red_statue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/spire_obj.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/stairs_straight_1.uasset"'
[2015.04.03-07.11.12:940][488]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.12:940][488]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/GameOver.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/LobbyWidget.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MainMenu.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/NewWidgetBlueprint.uasset"'
[2015.04.03-07.11.12:940][488]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.12:940][488]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Background.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Bground.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Create_Game_Sprite_Sheet.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Join_Game_Sprite_Sheet.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Main_Menu_2.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Mayhem_logo.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Options_Sprite_Sheet.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MenuAssets/MainMenu/Quit_Sprite_Sheet.uasset"'
[2015.04.03-07.11.12:956][489]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.12:956][489]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Red.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Red2.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/White.uasset"'
[2015.04.03-07.11.12:972][490]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.12:972][490]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Average.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/CelDepthFade.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/CelEdgeDetect.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/CelShade.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/CelShader.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/CelShaderDesert.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Clip.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/MaskSky.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/PostCelShader.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Posterize.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/PreCelShader.uasset"'
[2015.04.03-07.11.12:989][491]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.12:989][491]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Presets/CelShaderAnime.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Presets/CelShaderColouredPencil.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Presets/CelShaderDirtyManga.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Presets/CelShaderNewsprint.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Presets/CelShaderOldPainting.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Presets/CelShaderSlaine.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Presets/CelShaderSumi.uasset"'
[2015.04.03-07.11.13:006][492]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:006][492]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Textures/burlap.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Textures/grey.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Textures/PrintDots.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Textures/sketch_mask.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Textures/sketch_mask_2.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/CelShader/Textures/wild_hatching.uasset"'
[2015.04.03-07.11.13:023][493]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:023][493]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Landscape/Desert.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Landscape/Desert2.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Landscape/Hills.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Landscape/Landscape.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Landscape/Water.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Shaders/Landscape/WaterPool.uasset"'
[2015.04.03-07.11.13:039][494]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:040][494]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Floor_400x400.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Pillar_50x500.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/SM_AssetPlatform.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/SM_CeilingPiece500x500.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/SM_FloorPiece500x500.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_400x200.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_400x300.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_400x400.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_500x500.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_Door_400x300.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_Door_400x400.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_Window_400x300.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Architecture/Wall_Window_400x400.uasset"'
[2015.04.03-07.11.13:056][495]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:056][495]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Collapse01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Collapse02.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Collapse_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Explosion01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Explosion02.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Explosion_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Fire01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Fire01_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Fire_Sparks01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Light01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Light01_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Light02.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Light02_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Smoke01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Smoke01_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Starter_Background_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Starter_Birds01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Starter_Music01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Starter_Music_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Starter_Wind05.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Starter_Wind06.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Steam01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Audio/Steam01_Cue.uasset"'
[2015.04.03-07.11.13:072][496]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:072][496]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/BP_LightStudio.uasset"'
[2015.04.03-07.11.13:089][497]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:089][497]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/Skybox.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/SM_Arrows.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset"'
[2015.04.03-07.11.13:105][498]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:105][498]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"'
[2015.04.03-07.11.13:122][499]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:122][499]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Maps/Advanced_Lighting.umap" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Maps/Minimal_Default.umap" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Maps/StarterMap.umap"'
[2015.04.03-07.11.13:139][500]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.03-07.11.13:139][500]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/blue_carpet.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_AssetPlatform.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Basic_Floor.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Basic_Wall.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_CobbleStone_Flat.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Concrete_Grime.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Concrete_Panels.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Concrete_Poured.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Glass.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_GreyTiles_Flat.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Grey_Flat.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Ground_Grass.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Ground_Gravel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Ground_Moss.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Marble_Flat.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_BLUE.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Chrome.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Copper.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_GLOW_Glod.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Gold.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Red.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Rust.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Metal_Steel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Rock_Basalt.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Rock_Sandstone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Rock_Slate.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Skybox_A.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Skybox_A_Inst.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Sun_Sphere.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Tech_Panel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Tiles_Flat.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Water_Lake.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/StarterContent/Materials/M_Water_Ocean.uasset"'
[2015.04.03-07.11.13:157][501]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
